Protein;MW;100K1;100K2;100K3;100K4;50K1;50K2;50K3;50K4;30K1;30K2;30K3;30K4;10K1;10K2;10K3;10K4
P32589;77366.42;1434455.375;1592097.125;1852446.625;1858515.5;1154326;1046157.75;1163525.5;1155713.375;3199032.25;3055844.25;2867314;2897275.75;1827706.625;1813389.875;1737418.875;1647707.375
P32590;77620.78;73443.859375;83450.4453125;75236.8046875;92365.515625;26540.552734375;18283.5625;27514.857421875;23353.015625;89973.046875;66532.4765625;80209.40625;74146.2890625;104026.7265625;86025.5390625;85098.8671875;64312.21484375
P32597;156742.91;29214.4375;30520.591796875;35714.74609375;31236.865234375;34776.01171875;26966.765625;25422.126953125;28286.71875;104773.0390625;111292.4765625;103087.234375;107742.8984375;105847.484375;103027.265625;89304.5390625;98648.5859375
P32598;35907.29;0;0;0;0;0;0;0;0;132492.546875;97410.3203125;99635.0078125;97619.3125;174679.296875;159949.5625;134217.265625;95910.8125
P32599;71772.71;107824.921875;134250.09375;162708.96875;130416.2421875;153660.203125;163464.40625;165403.390625;158292.09375;372113.15625;502997.625;426742.78125;457223.71875;899134;851827;911104.5;899757.6875
P32600;281567.84;0;0;0;0;0;0;0;0;26406.15625;50364.59765625;51305.34765625;45472.95703125;114778.6484375;111742.1484375;85144.90625;116207.5234375
P32601;16126.38;0;0;0;0;0;0;0;0;63074.5859375;38841.37109375;52834.34765625;65070.22265625;60906.16796875;114105.6796875;136938.578125;137936.21875
P32602;32802.78;147859.5;145210.21875;144870.8125;138983.171875;110622.546875;99510.40625;91128.6328125;108195.3828125;246458.234375;307199.5;318563.90625;349465.4375;193182.1875;185623.625;236229.265625;220998.75
P32607;19016.01;16614.2109375;13670.3515625;9801.0732421875;18398.86328125;24777.287109375;17499.31640625;20824.078125;34448.03515625;30597.078125;82270.0078125;90442.9921875;59868.953125;279899.3125;248205.875;199760.921875;146924.015625
P32610;29194.01;103267.5703125;92335.828125;93230.7578125;90588.203125;108088.703125;105665.421875;87251.921875;117090.5078125;329379.25;387096.21875;314135.5625;387437.78125;336496.125;380175.1875;483678.25;397385.375
P32614;50844.09;180466.078125;258156.9375;307605.65625;336412.1875;537090.5;801251.6875;758788.25;238130.375;4425117.5;716533.25;902868.3125;1042338.0625;51855.5234375;58453.34375;26447.501953125;58633.79296875
P32617;18532.91;29247.37890625;23368.908203125;24679.73828125;24928.6484375;3487.111328125;4766.18310546875;2919.69995117188;6584.91845703125;7460.65185546875;20410.8125;19744.814453125;22857.298828125;200034.09375;167626.046875;148184.59375;98268.6796875
P32618;106133.15;22505.767578125;20055.314453125;22196.505859375;17241.35546875;25353.677734375;18185.162109375;16774.06640625;25087.8046875;38354.91796875;60681.11328125;47026.015625;51764.71875;314638.59375;273568.8125;286974.34375;248843.046875
P32621;56821.62;43166.7265625;43553.1484375;46165.02734375;50417.48046875;0;0;0;0;0;0;0;0;0;0;0;0
P32623;49906.36;358437.90625;221178.796875;169449.359375;175354.328125;285188.09375;289520.375;399303.46875;386862.375;0;0;0;0;0;91537.828125;72184.8125;103720.1953125
P32626;25187.44;0;0;0;0;0;0;0;0;215692.875;89990.2578125;99843.3828125;112237.1484375;240728.703125;235189.890625;308914.40625;309481.96875
P32628;42366.75;460994.9375;493612.25;425288.90625;488415.15625;1310506.5;1166710.875;1117863.875;1254693.625;1406335.125;2856940;2991381;2571686.25;1500714.5;1839147.5;2185287;2199505.75
P32629;58182.01;3811.20141601563;51733.703125;63886.8046875;45123.25390625;0;0;0;0;23077.638671875;65871.296875;81533.875;54302.96484375;517098.6875;479094;414037.4375;507976.40625
P32634;195383.45;0;0;0;0;0;0;0;0;0;0;0;0;58521.4296875;54935.640625;64914.1953125;64065.078125
P32639;246185.39;0;0;0;0;0;0;0;0;0;0;0;0;48378.00390625;66096.875;78938.265625;85574.0703125
P32642;27492.89;0;0;0;0;0;0;0;0;42117.9140625;24880.533203125;31208.44140625;345424.90625;0;0;0;0
P32643;34768.28;0;0;0;0;38475.57421875;61626.25;40073.046875;13411.857421875;760968;53745.57421875;65678.6484375;79321.390625;0;0;0;0
P32644;126970.33;0;0;0;0;0;0;0;0;18253.015625;25100.490234375;26366.62109375;26032.66796875;78301.6640625;64407.7421875;67475.765625;66707.921875
P32656;26293.55;7263.29150390625;13855.408203125;6908.5029296875;11377.3779296875;19110.54296875;27649.208984375;19083.1015625;17961.63671875;73534.359375;114243.1796875;137038.34375;155205.84375;64907.0859375;92021.8671875;87258.5625;96429.8046875
P32657;168241.15;17846.36328125;24761.369140625;16298.408203125;15452.1796875;0;0;0;0;4946.5888671875;23715.16796875;22456.763671875;15988.6962890625;373871.3125;279837.59375;275918.8125;294984.09375
P32660;177798.13;7414.89794921875;3551.45825195313;4619.5341796875;2806.38037109375;0;0;0;0;44406.2109375;64478.875;54553.20703125;55903.21484375;96422.234375;97042.171875;84349.984375;111066.09375
P32769;68729.59;6031.806640625;6141.6650390625;6557.541015625;5883.24560546875;11856.46484375;12117.98046875;4887.640625;10212.4970703125;28134.2421875;34233.64453125;41883.02734375;41034.8046875;21643.203125;27202.02734375;25518;36672.34765625
P32770;79299.02;0;0;0;0;9642.9736328125;12886.40625;8605.109375;11918.958984375;22697.130859375;51665.41796875;35626.2890625;37393.71484375;67880.4140625;68704.640625;61323.58984375;59144.92578125
P32771;41042.04;127467.25;151716.484375;171422.9375;193394.1875;262082.09375;408875.71875;443264.25;117527.6640625;333146.28125;97992.3359375;113199.390625;144411.328125;100765.8203125;80508.5859375;70356.0234375;56336.96484375
P32773;32200.92;36802.5;28872.22265625;41201.2421875;30948.759765625;75481.7734375;60227.2421875;67720.078125;70065.25;42874.625;33860.09375;39534.65234375;34064.171875;81081.9921875;68903.4921875;63205.1796875;76639.0078125
P32774;13458.09;98686.0234375;90917.734375;90004.3203125;74910.0546875;245454.9375;197774.109375;221030.171875;251343.109375;50508.5;84837.6015625;119363.671875;134593.1875;0;0;0;0
P32775;81115.54;0;0;0;0;0;0;0;0;82418.734375;9250.0078125;9061.78515625;16661.53125;0;0;0;0
P32776;72894.46;10605.421875;12547.6953125;11835.5;8304.078125;27022.53125;22667.470703125;22942.0078125;23860.099609375;23630.578125;59130.90234375;68525.4296875;73732.6484375;66214.625;74054.1796875;76776.59375;97157.7890625
P32783;50340.95;0;0;0;0;1840.78955078125;3819.47119140625;0;6111.09814453125;124622.65625;147078.859375;118952.109375;121203.125;441418.71875;416419.34375;355996.46875;413675.15625
P32784;85694.3;0;0;0;0;12098.869140625;14558.794921875;7761.9892578125;9026.1318359375;30529.78515625;47103.82421875;59720.50390625;42047.828125;2984.43701171875;36261.40234375;27230.013671875;34761.73046875
P32787;30090.5;54233.140625;50548.1484375;36931.40625;48684.47265625;28111.396484375;22093.44921875;19659.958984375;28809.041015625;93959.28125;120625.8671875;109492.0546875;130037.84375;272145.53125;251597.53125;227037.234375;212968.078125
P32790;135847.98;114374.359375;104760.203125;104682.234375;98068.2109375;290883.625;267011.53125;252929.625;362433.59375;591397.6875;814530.4375;748787.875;717119.625;629891.875;570616.9375;546828.125;568180.8125
P32793;50901.82;0;0;0;0;0;0;0;0;122773.2109375;180899.546875;137694.96875;166690.25;444579.25;436873.53125;389854.1875;400543.6875
P32795;81771.91;7176.24755859375;8370.3798828125;5547.87548828125;8392.6884765625;16976.40625;17175.09765625;15108.7646484375;32722.26953125;73111.0546875;64266.24609375;60381.98046875;63583.60546875;512328.65625;545546;564300.1875;546795.125
P32798;48154.86;28867.4296875;43496.328125;38558.0703125;30912.185546875;0;0;0;0;0;0;0;0;36576.33984375;40123.91015625;30808.697265625;34641.890625
P32802;75962.88;4582.9462890625;3863.1455078125;4031.02075195313;2914.99731445313;0;0;0;0;0;0;0;0;0;0;0;0
P32803;23332.33;0;0;0;0;0;0;0;0;0;0;0;0;16244.244140625;25855.57421875;27502.94140625;34486.421875
P32805;33994;15335.2734375;20517.82421875;24144.35546875;15717.2744140625;53864.83203125;49188.875;51756.96484375;46064.10546875;126103.7578125;134090.96875;188072.453125;158788.875;293573.40625;255142.453125;231474.359375;250513.734375
P32829;77650.47;0;0;0;0;1750.19116210938;2031.91345214844;0;4884.86328125;29999.08203125;46325.08203125;38056.34765625;35510.23046875;37161.8359375;35309.98828125;30392.84375;30471.541015625
P32831;75023.64;4202.19384765625;8012.49267578125;8516.1865234375;7347.93701171875;24542.966796875;21791.94140625;17693.6484375;9522.8349609375;119101.859375;208311.859375;190154.734375;239140.546875;240779.40625;267642.0625;301613.96875;279486.15625
P32832;49650.64;71187.265625;62972.51171875;66356.7421875;68844.1796875;74793.546875;74831.828125;65473.4453125;74252.734375;152026.09375;115791.4140625;102866.8046875;94690.828125;151992.65625;125854.0546875;162525.84375;140986.328125
P32835;24810.35;153142.953125;185731.765625;180175.78125;254444.90625;152853;277945.9375;241950.5625;107946.0390625;4798485;915318.375;903928.6875;1365262.25;1703654.25;1996108.75;1014545.8125;1941349.125
P32836;24990.52;0;0;0;0;37245.96875;68374.84375;63102.5;42055.28125;1237515.75;232420.015625;216290.765625;336656.53125;280796.75;249611.859375;164048.796875;181712.203125
P32849;134002.31;1302.28686523438;45036.90625;47949.16796875;43206.703125;133686.953125;96896.2734375;92855.5;31615.25;44463.59765625;48298.87890625;60420.05078125;101160.203125;78068.3125;84163.0078125;70576.6640625;46656.25
P32854;33006.3;0;0;0;0;22919.345703125;20581.708984375;18817.16015625;23026.5546875;23793.037109375;35473.9296875;35716.8046875;35781.63671875;24679.55078125;31402.892578125;38321.53125;32017.857421875
P32860;29174.22;73339.328125;74652.953125;77216.734375;70005.375;240139.140625;197969.203125;194450.0625;239194.609375;564588.375;684135.8125;693832.375;711436.4375;172419.03125;180954.140625;248608.671875;236532.890625
P32861;55987.94;66153.78125;57078.77734375;60738.21484375;82578.9453125;107827.75;100491.546875;93114.1484375;154468.46875;29167.595703125;45624.65234375;43579.453125;41389.125;403859.4375;328718.34375;291694.875;258462.828125
P32862;128240.26;0;0;0;0;0;0;0;0;814.111633300781;5069.18994140625;6511.60009765625;3853.21752929688;13605.8583984375;14847.939453125;9631.451171875;10229.1962890625
P32867;33106.17;55434.5390625;45640.4453125;45876.6875;36869.15625;18318.740234375;15207.5166015625;16246.1865234375;17877.138671875;70098.8125;78539.5859375;72306.828125;77471.34375;105546.4609375;66472.8671875;85848.578125;119284.8671875
P32873;124913.2;6021.318359375;6043.96240234375;6814.46484375;5285.82373046875;32632.888671875;23459.328125;26829.86328125;33216.26171875;126812.4453125;161419.671875;166077.28125;170251.6875;184658.515625;150947.078125;144473.375;157792.671875
P32892;84843.1;19565.359375;14449.1171875;20981.904296875;23022.98046875;13137.73828125;14379.3974609375;10893.9169921875;10341.826171875;0;18913.744140625;36113.97265625;20177.740234375;13790.25390625;29393.638671875;23818.712890625;17771.080078125
P32895;47047.46;50831.67578125;62315.2890625;61657.4296875;68571.890625;0;0;0;0;0;0;0;0;0;0;0;0
P32896;103944.19;6799.64306640625;7702.79736328125;9225.8798828125;7570.5107421875;8836.7646484375;7600.83154296875;7591.07958984375;12345.7822265625;34831.328125;39570.45703125;35128.55859375;38596.16796875;176714.359375;148813.84375;147079.203125;168988.734375
P32897;23243.56;34710.375;40231.1953125;58487.0390625;29566.802734375;33156.93359375;26427.9375;21334.6953125;67643.359375;43819.140625;63303.63671875;53302.23828125;77072.5859375;599910.3125;485527.125;346756.5;327577.09375
P32899;21885.42;31708.232421875;31464.89453125;29201.404296875;23124.2734375;0;0;0;0;0;0;0;0;0;0;0;0
P32900;81848.83;20803.01171875;15400.44140625;17666.841796875;20489.896484375;51197.62109375;43639.90625;45848.734375;54414.078125;103846.2890625;163841.25;152633.484375;129019.8828125;105312.28125;125624.6484375;113987.859375;112255.6796875
P32901;68043.58;25431.291015625;11305.8017578125;15648.5859375;16279.4794921875;0;0;0;0;0;0;0;0;0;0;0;0
P32902;44151.85;0;0;0;0;0;0;0;0;0;0;0;0;52036.01171875;40239.82421875;41267.97265625;36850.71875
P32905;28024.44;1308715.875;1306040.125;1364125.375;2033568.875;0;0;0;0;368028.46875;104725.328125;110440.359375;147517.28125;459325.9375;350739.1875;258192.46875;233698.328125
P32909;81396.95;18258.1640625;17910.69921875;16717.98828125;17548.673828125;55488.74609375;51713.6640625;51313.3671875;72822.4375;213498.15625;306846.6875;277508.5625;289827.28125;502283.5;439491.4375;427840.5625;457147.65625
P32910;36135.27;0;0;0;0;0;0;0;0;0;0;0;0;271275.34375;236075.9375;203442.578125;276776.46875
P32911;12312.14;490042.125;448705.34375;365522.25;427072.25;940565.25;853981.6875;768477.5;1100378.875;4355387.5;3952091.5;3906089;4272992;4065213.25;6008472;7567641.5;6485235
P32912;36711.34;14625.306640625;20794.234375;16094.0390625;13146.052734375;47437.70703125;42000.54296875;38292.9609375;45301.40234375;70215.5234375;108642.3671875;125087.21875;116333.9765625;121789.109375;112351.546875;112960.4921875;101217.6640625
P32913;63203.7;5803.5634765625;6182.328125;7106.37890625;6942.81298828125;3975.52880859375;5664.814453125;4804.79931640625;6311.5341796875;7350.8828125;25756.29296875;24371.0390625;25261.24609375;63334.1171875;68651.859375;79039.109375;73418.9453125
P32914;11157.77;32355.408203125;27736.041015625;24366.17578125;27922.13671875;64396.75;55702.19140625;55033.27734375;56689.49609375;182030.890625;72003.59375;61217.296875;78506.7890625;91282.4765625;102096.2734375;109081.5078125;78940.28125
P32917;102727.32;0;0;0;0;0;0;0;0;0;0;0;0;138790.671875;106446.4765625;96072.0859375;76301.828125
P32939;23042.76;237213.015625;261424.4375;270786.5625;228696.59375;295556.59375;253807.421875;241235.78125;240822.15625;1081222.125;1195643.875;1158842;1251143.125;397102.03125;553430.125;743224.1875;663146.6875
P33201;27057.97;35778.89453125;38366.55859375;42730.98046875;73747.2109375;0;0;0;0;15200.1728515625;29086.10546875;33209.1171875;33165.26953125;76214.9453125;60754.33203125;44421.32421875;59150.01953125
P33203;69065.07;33581.84765625;141323.59375;206606.734375;151247.25;114960.7890625;97155.09375;103988.9296875;47576.375;17641.875;17033.8671875;17062.166015625;13401.431640625;62494.08203125;74795.265625;37775.01171875;49306.1015625
P33297;48255.81;478146.96875;432707.5625;418759.5;407962.84375;358687.40625;299991.625;290489.40625;335420.25;593800.625;669823.75;614638.8125;613630.0625;832363.25;814409.5;875051.8125;791307.3125
P33298;47893.78;34284.0703125;26394.712890625;33137.7734375;42085.19921875;25532.99609375;28421.638671875;26425.33984375;39359.9453125;43389.7265625;71206.7734375;71418.171875;59700.9765625;497130.25;615570.625;405675.46875;376871.8125
P33299;51982.92;193255.984375;180773.390625;170579.40625;175958.09375;133692.859375;125332.0703125;114608.3046875;134104.3125;422206.90625;540931.0625;506460.21875;483524.5;443146.5625;474315;530478.4375;465922.9375
P33302;170438.2;162841.796875;185634.640625;201622.921875;245413.640625;7358.15234375;5107.447265625;4806.73193359375;10312.5478515625;36448.07421875;37695.99609375;22340.96484375;29674.61328125;98336.1484375;93317.8671875;69326.453125;76277.453125
P33306;93737.6;0;0;0;0;0;0;0;0;6813.2607421875;10115.443359375;4679.57470703125;7124.7509765625;40616.8671875;36363.640625;38833.0546875;25241.6953125
P33308;17376.39;0;0;0;0;0;0;0;0;37671.484375;44264.51171875;30449.587890625;25426.134765625;150205.4375;114640.2734375;101568.875;93812.125
P33313;44112.42;53613.03515625;49470.28515625;59287.265625;47144.953125;115360.2421875;108425.2890625;106155.5546875;112887.265625;143511.03125;173176.59375;180721.734375;190782.546875;497488.5;468930.5;453067.03125;452936.25
P33317;15307.31;518863.875;536003.25;559180.0625;546384.375;1878666.875;1760714.5;1766705.125;1941203.625;972612.125;1465214.375;1987682.375;1861027.875;124347.890625;175896.296875;240608.484375;222272.265625
P33322;54704.83;15626.9013671875;12296.251953125;16877.044921875;19827.921875;22536.029296875;20030.53515625;19692.576171875;36911.50390625;106096.109375;122345.984375;99384.2734375;109446.84375;777205.375;681408.0625;595586.9375;680533.625
P33327;124332.13;15785.35546875;16065.8642578125;20876.78515625;24826.1484375;0;0;0;0;0;0;0;0;0;0;0;0
P33328;12957.02;176953.734375;156545.21875;124348.8125;97526.90625;0;0;0;0;53423.19921875;67632.4140625;59154.28515625;54143.71875;245209.515625;351717.75;274026.125;282579.71875
P33329;78491.59;13202.6435546875;9206.3837890625;11965.2470703125;10310.359375;0;0;0;0;39066.546875;51920.28125;35207.4921875;41009.83984375;154211.453125;166479.703125;155125.6875;172155.4375
P33330;43415.56;58880.30078125;97670.8984375;115577.7109375;102884.5546875;106056.0390625;149504.71875;157619.640625;64079.0625;149770.8125;40470.640625;46731.703125;58744.6875;51735.51171875;66407.359375;72134.40625;52451.07421875
P33331;14453.12;1193678.25;1220604.875;1061176.875;1072953.25;2702280.5;2358055;2148439;2509032.5;9744890;11428763;15087405;12568175;1359540.5;2650304.5;4430536;3316462.75
P33332;154694.91;10223.07421875;8983.4326171875;8877.65625;9046.787109375;2390.97631835938;8747.9521484375;6094.22509765625;4130.1181640625;48934.43359375;72726.859375;67181.3671875;59589.1796875;63966.390625;51287.78515625;60430.4140625;59175.6953125
P33333;33886.91;21739.6796875;21853.443359375;21367.93359375;20144.8203125;0;0;0;0;0;0;0;0;310014.25;252973.890625;182168.703125;176392.0625
