"Gene > Standard Name","Gene > Systematic Name","Gene > Name","Gene > Homologues > Homologue > Standard Name","Gene > Homologues > Homologue > Name","Gene > Homologues > Homologue . Organism . Short Name","Gene > Homologues > Homolog Gene Identifier","Gene > Homologues > Homologue > Cross References > Identifier","Gene > Homologues > Homologue > Diseases > Identifier","Gene > Homologues > Homologue > Diseases > Name","Gene > Homologues > Data Sets > Data Source > Name","Gene > Homologues > Algorithms","Gene > Homologues > Algorithms Match","Gene > Homologues > Algorithms Attempted"
"CLD1","YGR110W","CardioLipin-specific Deacylase","ABHD5","abhydrolase domain containing 5","H. sapiens","51099","604780","275630","CHANARIN-DORFMAN SYNDROME; CDS","DiOPT","OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara","5","9"
"CLF1","YLR117C","Crooked neck-Like Factor","CRNKL1","crooked neck pre-mRNA splicing factor 1","H. sapiens","51340","610952","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CLN1","YMR199W","CycLiN","CCNA1","cyclin A1","H. sapiens","8900","604036","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCNA2","cyclin A2","H. sapiens","890","123835","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","254500","MYELOMA, MULTIPLE AMYLOIDOSIS, SYSTEMIC, INCLUDED; AL, INCLUDED","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","114500","COLORECTAL CANCER; CRC","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","193300","VON HIPPEL-LINDAU SYNDROME; VHL VON HIPPEL-LINDAU SYNDROME, MODIFIERS OF, INCLUDED","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCND2","cyclin D2","H. sapiens","894","123833","615938","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3; MPPH3","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCND3","cyclin D3","H. sapiens","896","123834","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCNE1","cyclin E1","H. sapiens","898","123837","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCNE2","cyclin E2","H. sapiens","9134","603775","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN1","YMR199W","CycLiN","CCNF","cyclin F","H. sapiens","899","600227","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCNA1","cyclin A1","H. sapiens","8900","604036","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCNA2","cyclin A2","H. sapiens","890","123835","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","254500","MYELOMA, MULTIPLE AMYLOIDOSIS, SYSTEMIC, INCLUDED; AL, INCLUDED","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","114500","COLORECTAL CANCER; CRC","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","193300","VON HIPPEL-LINDAU SYNDROME; VHL VON HIPPEL-LINDAU SYNDROME, MODIFIERS OF, INCLUDED","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCND2","cyclin D2","H. sapiens","894","123833","615938","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3; MPPH3","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCND3","cyclin D3","H. sapiens","896","123834","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCNE1","cyclin E1","H. sapiens","898","123837","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCNE2","cyclin E2","H. sapiens","9134","603775","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN2","YPL256C","CycLiN","CCNF","cyclin F","H. sapiens","899","600227","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCNA1","cyclin A1","H. sapiens","8900","604036","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCNA2","cyclin A2","H. sapiens","890","123835","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","254500","MYELOMA, MULTIPLE AMYLOIDOSIS, SYSTEMIC, INCLUDED; AL, INCLUDED","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","114500","COLORECTAL CANCER; CRC","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCND1","cyclin D1","H. sapiens","595","168461","193300","VON HIPPEL-LINDAU SYNDROME; VHL VON HIPPEL-LINDAU SYNDROME, MODIFIERS OF, INCLUDED","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCND2","cyclin D2","H. sapiens","894","123833","615938","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3; MPPH3","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCND3","cyclin D3","H. sapiens","896","123834","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCNE1","cyclin E1","H. sapiens","898","123837","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCNE2","cyclin E2","H. sapiens","9134","603775","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLN3","YAL040C","CycLiN","CCNF","cyclin F","H. sapiens","899","600227","","","DiOPT","Ensembl Compara|PANTHER","2","9"
"CLP1","YOR250C","CLeavage/Polyadenylation factor Ia subunit","CLP1","cleavage and polyadenylation factor I subunit 1","H. sapiens","10978","608757","615803","PONTOCEREBELLAR HYPOPLASIA, TYPE 10; PCH10","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"CLU1","YMR012W","CLUstered mitochondria","CLUH","clustered mitochondria (cluA/CLU1) homolog","H. sapiens","23277","616184","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CMD1","YBR109C","CalMoDulin","CALM1","calmodulin 1 (phosphorylase kinase, delta)","H. sapiens","801","114180","616247","LONG QT SYNDROME 14; LQT14","DiOPT","OrthoInspector|OMA|Hieranoid|SonicParanoid|PANTHER|InParanoid","6","9"
"CMD1","YBR109C","CalMoDulin","CALM1","calmodulin 1 (phosphorylase kinase, delta)","H. sapiens","801","114180","614916","VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4; CPVT4","DiOPT","OrthoInspector|OMA|Hieranoid|SonicParanoid|PANTHER|InParanoid","6","9"
"CMD1","YBR109C","CalMoDulin","CALM2","calmodulin 2 (phosphorylase kinase, delta)","H. sapiens","805","114182","616249","LONG QT SYNDROME 15; LQT15","DiOPT","OrthoInspector|OMA|SonicParanoid|Hieranoid|PANTHER|InParanoid","6","9"
"CMD1","YBR109C","CalMoDulin","CALM3","calmodulin 3 (phosphorylase kinase, delta)","H. sapiens","808","114183","","","DiOPT","OrthoInspector|OMA|SonicParanoid|Hieranoid|PANTHER|InParanoid","6","9"
"CMD1","YBR109C","CalMoDulin","CALML3","calmodulin-like 3","H. sapiens","810","114184","","","DiOPT","OrthoInspector|OMA|SonicParanoid|PANTHER|InParanoid","5","9"
"CMK1","YFR014C","CalModulin dependent protein Kinase","CAMK1","calcium/calmodulin-dependent protein kinase I","H. sapiens","8536","604998","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid|PANTHER","4","9"
"CMK1","YFR014C","CalModulin dependent protein Kinase","CAMK1D","calcium/calmodulin-dependent protein kinase ID","H. sapiens","57118","607957","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid|PANTHER","4","9"
"CMK1","YFR014C","CalModulin dependent protein Kinase","CAMK1G","calcium/calmodulin-dependent protein kinase IG","H. sapiens","57172","614994","","","DiOPT","OrthoInspector|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"CMK1","YFR014C","CalModulin dependent protein Kinase","CAMK4","calcium/calmodulin-dependent protein kinase IV","H. sapiens","814","114080","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid","3","9"
"CMK1","YFR014C","CalModulin dependent protein Kinase","CAMKV","CaM kinase-like vesicle-associated","H. sapiens","79012","614993","","","DiOPT","OrthoInspector|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"CMK1","YFR014C","CalModulin dependent protein Kinase","PHKG2","phosphorylase kinase, gamma 2 (testis)","H. sapiens","5261","172471","613027","GLYCOGEN STORAGE DISEASE IXc; GSD9C","DiOPT","Ensembl Compara|OMA|PANTHER","3","9"
"CMK1","YFR014C","CalModulin dependent protein Kinase","PNCK","pregnancy up-regulated nonubiquitous CaM kinase","H. sapiens","139728","300680","","","DiOPT","OrthoInspector|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"CMK1","YFR014C","CalModulin dependent protein Kinase","PSKH1","protein serine kinase H1","H. sapiens","5681","177015","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid|PANTHER","4","9"
"CMK2","YOL016C","CalModulin dependent protein Kinase","CAMK1","calcium/calmodulin-dependent protein kinase I","H. sapiens","8536","604998","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid|PANTHER","4","9"
"CMK2","YOL016C","CalModulin dependent protein Kinase","CAMK1D","calcium/calmodulin-dependent protein kinase ID","H. sapiens","57118","607957","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid|PANTHER","4","9"
"CMK2","YOL016C","CalModulin dependent protein Kinase","CAMK1G","calcium/calmodulin-dependent protein kinase IG","H. sapiens","57172","614994","","","DiOPT","OrthoInspector|OMA|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","6","9"
"CMK2","YOL016C","CalModulin dependent protein Kinase","CAMK4","calcium/calmodulin-dependent protein kinase IV","H. sapiens","814","114080","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid","3","9"
"CMK2","YOL016C","CalModulin dependent protein Kinase","CAMKV","CaM kinase-like vesicle-associated","H. sapiens","79012","614993","","","DiOPT","OrthoInspector|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"CMK2","YOL016C","CalModulin dependent protein Kinase","PNCK","pregnancy up-regulated nonubiquitous CaM kinase","H. sapiens","139728","300680","","","DiOPT","OrthoInspector|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","5","9"
"CMK2","YOL016C","CalModulin dependent protein Kinase","PSKH1","protein serine kinase H1","H. sapiens","5681","177015","","","DiOPT","SonicParanoid|OrthoInspector|InParanoid|PANTHER","4","9"
"CMP2","YML057W","CalModulin binding Protein","PPP3CA","protein phosphatase 3, catalytic subunit, alpha isozyme","H. sapiens","5530","114105","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CMP2","YML057W","CalModulin binding Protein","PPP3CB","protein phosphatase 3, catalytic subunit, beta isozyme","H. sapiens","5532","114106","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CMP2","YML057W","CalModulin binding Protein","PPP3CC","protein phosphatase 3, catalytic subunit, gamma isozyme","H. sapiens","5533","114107","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CMR2","YOR093C","Changed Mutation Rate","DIP2A","disco-interacting protein 2 homolog A","H. sapiens","23181","607711","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"CMR2","YOR093C","Changed Mutation Rate","DIP2B","disco-interacting protein 2 homolog B","H. sapiens","57609","611379","136630","MENTAL RETARDATION, FRA12A TYPE","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"CMR2","YOR093C","Changed Mutation Rate","DIP2C","disco-interacting protein 2 homolog C","H. sapiens","22982","611380","","","DiOPT","OrthoInspector|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"CMR3","YPR013C","Changed Mutation Rate","SP6","Sp6 transcription factor","H. sapiens","80320","608613","","","DiOPT","Hieranoid|InParanoid","2","9"
"CMR3","YPR013C","Changed Mutation Rate","SP7","Sp7 transcription factor","H. sapiens","121340","606633","613849","OSTEOGENESIS IMPERFECTA, TYPE XII; OI12","DiOPT","Hieranoid|InParanoid","2","9"
"CNA1","YLR433C","CalciNeurin A","PPP3CA","protein phosphatase 3, catalytic subunit, alpha isozyme","H. sapiens","5530","114105","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CNA1","YLR433C","CalciNeurin A","PPP3CB","protein phosphatase 3, catalytic subunit, beta isozyme","H. sapiens","5532","114106","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CNA1","YLR433C","CalciNeurin A","PPP3CC","protein phosphatase 3, catalytic subunit, gamma isozyme","H. sapiens","5533","114107","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CNB1","YKL190W","CalciNeurin subunit B","PPP3R1","protein phosphatase 3, regulatory subunit B, alpha","H. sapiens","5534","601302","","","DiOPT","OrthoInspector|OMA|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"CNB1","YKL190W","CalciNeurin subunit B","PPP3R2","protein phosphatase 3, regulatory subunit B, beta","H. sapiens","5535","613821","","","DiOPT","OrthoInspector|OMA|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|InParanoid","7","9"
"CNE1","YAL058W","CalNExin and calreticulin homolog","CANX","calnexin","H. sapiens","821","114217","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"CNE1","YAL058W","CalNExin and calreticulin homolog","CLGN","calmegin","H. sapiens","1047","601858","","","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"CNS1","YBR155W","CyclophiliN Seven suppressor","TTC4","tetratricopeptide repeat domain 4","H. sapiens","7268","606753","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"COA4","YLR218C","Cytochrome Oxidase Assembly factor","COA4","cytochrome c oxidase assembly factor 4 homolog","H. sapiens","51287","608016","","","DiOPT","OrthoInspector|PhylomeDB|InParanoid","3","9"
"COA6","YMR244C-A","Cytochrome Oxidase Assembly","COA6","cytochrome c oxidase assembly factor 6","H. sapiens","388753","614772","616501","CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 4; CEMCOX4","DiOPT","Hieranoid|SonicParanoid|PhylomeDB|OrthoFinder","4","9"
"COB","Q0105","CytochrOme B","MT-CYB","mitochondrially encoded cytochrome b","H. sapiens","4519","516020","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COF1","YLL050C","COFilin","CFL1","cofilin 1 (non-muscle)","H. sapiens","1072","601442","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"COF1","YLL050C","COFilin","CFL2","cofilin 2 (muscle)","H. sapiens","1073","601443","610687","NEMALINE MYOPATHY 7; NEM7","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"COF1","YLL050C","COFilin","DSTN","destrin (actin depolymerizing factor)","H. sapiens","11034","609114","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"COG3","YER157W","Conserved Oligomeric Golgi complex","COG3","component of oligomeric golgi complex 3","H. sapiens","83548","606975","","","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COG4","YPR105C","Conserved Oligomeric Golgi complex","COG4","component of oligomeric golgi complex 4","H. sapiens","25839","606976","613489","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj; CDG2J","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"COG5","YNL051W","Conserved Oligomeric Golgi complex","COG5","component of oligomeric golgi complex 5","H. sapiens","10466","606821","613612","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIi; CDG2I","DiOPT","Ensembl Compara|PANTHER","2","9"
"COG6","YNL041C","Conserved Oligomeric Golgi complex","COG6","component of oligomeric golgi complex 6","H. sapiens","57511","606977","615328","SHAHEEN SYNDROME; SHNS","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"COG6","YNL041C","Conserved Oligomeric Golgi complex","COG6","component of oligomeric golgi complex 6","H. sapiens","57511","606977","614576","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
"COG8","YML071C","Conserved Oligomeric Golgi complex","COG8","component of oligomeric golgi complex 8","H. sapiens","84342","606979","611182","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIh; CDG2H","DiOPT","Ensembl Compara|OrthoFinder|PANTHER","3","9"
"COP1","YDL145C","COat Protein","COPA","coatomer protein complex, subunit alpha","H. sapiens","1314","601924","616414","AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE; AILJK","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COQ1","YBR003W","COenzyme Q","PDSS1","prenyl (decaprenyl) diphosphate synthase, subunit 1","H. sapiens","23590","607429","614651","COENZYME Q10 DEFICIENCY, PRIMARY, 2; COQ10D2","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PANTHER|Ensembl Compara|InParanoid","7","9"
"COQ1","YBR003W","COenzyme Q","PDSS2","prenyl (decaprenyl) diphosphate synthase, subunit 2","H. sapiens","57107","610564","614652","COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3","DiOPT","PANTHER|PhylomeDB|OrthoFinder","3","9"
"COQ2","YNR041C","COenzyme Q","COQ2","coenzyme Q2 4-hydroxybenzoate polyprenyltransferase","H. sapiens","27235","609825","146500","MULTIPLE SYSTEM ATROPHY 1, SUSCEPTIBILITY TO; MSA1","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"COQ2","YNR041C","COenzyme Q","COQ2","coenzyme Q2 4-hydroxybenzoate polyprenyltransferase","H. sapiens","27235","609825","607426","COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PANTHER|Ensembl Compara|InParanoid","8","9"
"COQ3","YOL096C","COenzyme Q","COQ3","coenzyme Q3 methyltransferase","H. sapiens","51805","605196","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COQ4","YDR204W","COenzyme Q","COQ4","coenzyme Q4","H. sapiens","51117","612898","616276","COENZYME Q10 DEFICIENCY, PRIMARY, 7; COQ10D7","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COQ5","YML110C","COenzyme Q","COQ5","coenzyme Q5, methyltransferase","H. sapiens","84274","616359","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COQ6","YGR255C","COenzyme Q","COQ6","coenzyme Q6 monooxygenase","H. sapiens","51004","614647","614650","COENZYME Q10 DEFICIENCY, PRIMARY, 6; COQ10D6","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COQ8","YGL119W","COenzyme Q","ADCK3","aarF domain containing kinase 3","H. sapiens","56997","606980","612016","COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COQ8","YGL119W","COenzyme Q","ADCK4","aarF domain containing kinase 4","H. sapiens","79934","615567","615573","NEPHROTIC SYNDROME, TYPE 9; NPHS9","DiOPT","OrthoInspector|OMA|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COQ9","YLR201C","COenzyme Q","COQ9","coenzyme Q9","H. sapiens","57017","612837","614654","COENZYME Q10 DEFICIENCY, PRIMARY, 5; COQ10D5","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","7","9"
"COR1","YBL045C","CORe protein of QH2 cytochrome c reductase","UQCRC1","ubiquinol-cytochrome c reductase core protein I","H. sapiens","7384","191328","","","DiOPT","Ensembl Compara|PhylomeDB|PANTHER","3","9"
"COT1","YOR316C","CObalt Toxicity","SLC30A1","solute carrier family 30 (zinc transporter), member 1","H. sapiens","7779","609521","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|InParanoid","8","9"
"COT1","YOR316C","CObalt Toxicity","SLC30A10","solute carrier family 30, member 10","H. sapiens","55532","611146","613280","HYPERMANGANESEMIA WITH DYSTONIA, POLYCYTHEMIA, AND CIRRHOSIS; HMDPC","DiOPT","OrthoInspector|OrthoFinder|PhylomeDB|PANTHER|Ensembl Compara","5","9"
"COX1","Q0045","Cytochrome c OXidase","MT-CO1","mitochondrially encoded cytochrome c oxidase I","H. sapiens","4512","516030","","","DiOPT","OrthoInspector|OMA|OrthoFinder|SonicParanoid|Hieranoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","9","9"
"COX10","YPL172C","Cytochrome c OXidase","COX10","COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor","H. sapiens","1352","602125","256000","LEIGH SYNDROME; LS","DiOPT","OrthoInspector|OrthoFinder|Hieranoid|SonicParanoid|PhylomeDB|PANTHER|Ensembl Compara|InParanoid","8","9"
